,id,value,date,type,event_id,event_type,datetime
27,27724,1006.72,2021-02-09T18:34:48.149Z,pressure,8,cough,2021-02-09 18:34:48.149
28,27588,25.47,2021-02-09T18:34:48.153Z,temperature,8,cough,2021-02-09 18:34:48.153
29,27723,1006.71,2021-02-09T18:34:48.189Z,pressure,8,cough,2021-02-09 18:34:48.189
30,27587,25.5,2021-02-09T18:34:48.208Z,temperature,8,cough,2021-02-09 18:34:48.208
31,27722,1006.73,2021-02-09T18:34:48.228Z,pressure,8,cough,2021-02-09 18:34:48.228
32,27586,25.49,2021-02-09T18:34:48.263Z,temperature,8,cough,2021-02-09 18:34:48.263
33,27721,1006.7,2021-02-09T18:34:48.267Z,pressure,8,cough,2021-02-09 18:34:48.267
34,27720,1006.75,2021-02-09T18:34:48.307Z,pressure,8,cough,2021-02-09 18:34:48.307
35,27585,25.45,2021-02-09T18:34:48.318Z,temperature,8,cough,2021-02-09 18:34:48.318
36,27719,1006.69,2021-02-09T18:34:48.346Z,pressure,8,cough,2021-02-09 18:34:48.346
37,27584,25.47,2021-02-09T18:34:48.373Z,temperature,8,cough,2021-02-09 18:34:48.373
38,27718,1006.73,2021-02-09T18:34:48.385Z,pressure,8,cough,2021-02-09 18:34:48.385
39,27717,1006.77,2021-02-09T18:34:48.425Z,pressure,8,cough,2021-02-09 18:34:48.425
40,27583,25.5,2021-02-09T18:34:48.428Z,temperature,8,cough,2021-02-09 18:34:48.428
41,27716,1006.7,2021-02-09T18:34:48.464Z,pressure,8,cough,2021-02-09 18:34:48.464
42,27582,25.51,2021-02-09T18:34:48.483Z,temperature,8,cough,2021-02-09 18:34:48.483
43,27715,1006.7,2021-02-09T18:34:48.503Z,pressure,8,cough,2021-02-09 18:34:48.503
44,27581,25.52,2021-02-09T18:34:48.538Z,temperature,8,cough,2021-02-09 18:34:48.538
45,27714,1006.72,2021-02-09T18:34:48.542Z,pressure,8,cough,2021-02-09 18:34:48.542
46,27713,1006.71,2021-02-09T18:34:48.582Z,pressure,8,cough,2021-02-09 18:34:48.582
47,27580,25.53,2021-02-09T18:34:48.593Z,temperature,8,cough,2021-02-09 18:34:48.593
48,27712,1006.74,2021-02-09T18:34:48.621Z,pressure,8,cough,2021-02-09 18:34:48.621
49,27579,25.5,2021-02-09T18:34:48.648Z,temperature,8,cough,2021-02-09 18:34:48.648
50,27711,1006.73,2021-02-09T18:34:48.660Z,pressure,8,cough,2021-02-09 18:34:48.660
51,27710,1006.7,2021-02-09T18:34:48.700Z,pressure,8,cough,2021-02-09 18:34:48.700
52,27578,25.53,2021-02-09T18:34:48.703Z,temperature,8,cough,2021-02-09 18:34:48.703
53,27709,1006.71,2021-02-09T18:34:48.739Z,pressure,8,cough,2021-02-09 18:34:48.739
54,27577,25.49,2021-02-09T18:34:48.758Z,temperature,8,cough,2021-02-09 18:34:48.758
55,27708,1006.65,2021-02-09T18:34:48.778Z,pressure,8,cough,2021-02-09 18:34:48.778
56,27576,25.53,2021-02-09T18:34:48.813Z,temperature,8,cough,2021-02-09 18:34:48.813
57,27707,1006.69,2021-02-09T18:34:48.818Z,pressure,8,cough,2021-02-09 18:34:48.818
58,27706,1006.73,2021-02-09T18:34:48.857Z,pressure,8,cough,2021-02-09 18:34:48.857
59,27575,25.53,2021-02-09T18:34:48.868Z,temperature,8,cough,2021-02-09 18:34:48.868
60,27705,1006.69,2021-02-09T18:34:48.896Z,pressure,8,cough,2021-02-09 18:34:48.896
61,27574,25.47,2021-02-09T18:34:48.923Z,temperature,8,cough,2021-02-09 18:34:48.923
62,27704,1006.7,2021-02-09T18:34:48.936Z,pressure,8,cough,2021-02-09 18:34:48.936
63,27703,1006.66,2021-02-09T18:34:48.975Z,pressure,8,cough,2021-02-09 18:34:48.975
64,27573,25.51,2021-02-09T18:34:48.978Z,temperature,8,cough,2021-02-09 18:34:48.978
65,27702,1006.68,2021-02-09T18:34:49.014Z,pressure,8,cough,2021-02-09 18:34:49.014
66,27572,25.52,2021-02-09T18:34:49.033Z,temperature,8,cough,2021-02-09 18:34:49.033
67,27701,1006.71,2021-02-09T18:34:49.053Z,pressure,8,cough,2021-02-09 18:34:49.053
68,27571,25.5,2021-02-09T18:34:49.088Z,temperature,8,cough,2021-02-09 18:34:49.088
69,27700,1006.78,2021-02-09T18:34:49.093Z,pressure,8,cough,2021-02-09 18:34:49.093
70,27699,1006.76,2021-02-09T18:34:49.132Z,pressure,8,cough,2021-02-09 18:34:49.132
71,27570,25.51,2021-02-09T18:34:49.144Z,temperature,8,cough,2021-02-09 18:34:49.144
72,27698,1006.76,2021-02-09T18:34:49.171Z,pressure,8,cough,2021-02-09 18:34:49.171
73,27569,25.51,2021-02-09T18:34:49.199Z,temperature,8,cough,2021-02-09 18:34:49.199
74,27697,1006.77,2021-02-09T18:34:49.211Z,pressure,8,cough,2021-02-09 18:34:49.211
75,27696,1006.7,2021-02-09T18:34:49.250Z,pressure,8,cough,2021-02-09 18:34:49.250
76,27568,25.47,2021-02-09T18:34:49.254Z,temperature,8,cough,2021-02-09 18:34:49.254
77,27695,1006.7,2021-02-09T18:34:49.289Z,pressure,8,cough,2021-02-09 18:34:49.289
78,27567,25.53,2021-02-09T18:34:49.309Z,temperature,8,cough,2021-02-09 18:34:49.309
79,27694,1006.72,2021-02-09T18:34:49.329Z,pressure,8,cough,2021-02-09 18:34:49.329
80,27566,25.5,2021-02-09T18:34:49.364Z,temperature,8,cough,2021-02-09 18:34:49.364
81,27693,1006.75,2021-02-09T18:34:49.368Z,pressure,8,cough,2021-02-09 18:34:49.368
82,27692,1006.74,2021-02-09T18:34:49.407Z,pressure,8,cough,2021-02-09 18:34:49.407
83,27565,25.52,2021-02-09T18:34:49.419Z,temperature,8,cough,2021-02-09 18:34:49.419
84,27691,1006.74,2021-02-09T18:34:49.447Z,pressure,8,cough,2021-02-09 18:34:49.447
85,27564,25.49,2021-02-09T18:34:49.474Z,temperature,8,cough,2021-02-09 18:34:49.474
86,27690,1006.74,2021-02-09T18:34:49.486Z,pressure,8,cough,2021-02-09 18:34:49.486
87,27689,1006.72,2021-02-09T18:34:49.525Z,pressure,8,cough,2021-02-09 18:34:49.525
88,27563,25.49,2021-02-09T18:34:49.529Z,temperature,8,cough,2021-02-09 18:34:49.529
89,27688,1006.78,2021-02-09T18:34:49.564Z,pressure,8,cough,2021-02-09 18:34:49.564
90,27562,25.52,2021-02-09T18:34:49.584Z,temperature,8,cough,2021-02-09 18:34:49.584
91,27687,1006.76,2021-02-09T18:34:49.604Z,pressure,8,cough,2021-02-09 18:34:49.604
92,27561,25.53,2021-02-09T18:34:49.639Z,temperature,8,cough,2021-02-09 18:34:49.639
93,27686,1006.78,2021-02-09T18:34:49.643Z,pressure,8,cough,2021-02-09 18:34:49.643
94,27685,1006.74,2021-02-09T18:34:49.682Z,pressure,8,cough,2021-02-09 18:34:49.682
95,27560,25.5,2021-02-09T18:34:49.694Z,temperature,8,cough,2021-02-09 18:34:49.694
96,27684,1006.73,2021-02-09T18:34:49.722Z,pressure,8,cough,2021-02-09 18:34:49.722
97,27559,25.49,2021-02-09T18:34:49.749Z,temperature,8,cough,2021-02-09 18:34:49.749
98,27683,1006.71,2021-02-09T18:34:49.761Z,pressure,8,cough,2021-02-09 18:34:49.761
99,27682,1006.73,2021-02-09T18:34:49.800Z,pressure,8,cough,2021-02-09 18:34:49.800
100,27558,25.49,2021-02-09T18:34:49.804Z,temperature,8,cough,2021-02-09 18:34:49.804
101,27681,1006.73,2021-02-09T18:34:49.840Z,pressure,8,cough,2021-02-09 18:34:49.840
102,27557,25.49,2021-02-09T18:34:49.859Z,temperature,8,cough,2021-02-09 18:34:49.859
103,27680,1006.69,2021-02-09T18:34:49.879Z,pressure,8,cough,2021-02-09 18:34:49.879
104,27556,25.52,2021-02-09T18:34:49.914Z,temperature,8,cough,2021-02-09 18:34:49.914
105,27679,1006.67,2021-02-09T18:34:49.918Z,pressure,8,cough,2021-02-09 18:34:49.918
106,27678,1006.7,2021-02-09T18:34:49.958Z,pressure,8,cough,2021-02-09 18:34:49.958
107,27555,25.48,2021-02-09T18:34:49.969Z,temperature,8,cough,2021-02-09 18:34:49.969
108,27677,1006.71,2021-02-09T18:34:49.997Z,pressure,8,cough,2021-02-09 18:34:49.997
109,27554,25.5,2021-02-09T18:34:50.024Z,temperature,8,cough,2021-02-09 18:34:50.024
110,27676,1006.73,2021-02-09T18:34:50.036Z,pressure,8,cough,2021-02-09 18:34:50.036
111,27675,1006.73,2021-02-09T18:34:50.075Z,pressure,8,cough,2021-02-09 18:34:50.075
112,27553,25.51,2021-02-09T18:34:50.079Z,temperature,8,cough,2021-02-09 18:34:50.079
113,27674,1006.7,2021-02-09T18:34:50.115Z,pressure,8,cough,2021-02-09 18:34:50.115
114,27552,25.5,2021-02-09T18:34:50.134Z,temperature,8,cough,2021-02-09 18:34:50.134
115,27673,1006.71,2021-02-09T18:34:50.154Z,pressure,8,cough,2021-02-09 18:34:50.154
116,27551,25.53,2021-02-09T18:34:50.189Z,temperature,8,cough,2021-02-09 18:34:50.189
117,27672,1006.69,2021-02-09T18:34:50.193Z,pressure,8,cough,2021-02-09 18:34:50.193
118,27671,1006.67,2021-02-09T18:34:50.233Z,pressure,8,cough,2021-02-09 18:34:50.233
119,27550,25.52,2021-02-09T18:34:50.244Z,temperature,8,cough,2021-02-09 18:34:50.244
120,27670,1006.53,2021-02-09T18:34:50.272Z,pressure,8,cough,2021-02-09 18:34:50.272
121,27549,25.53,2021-02-09T18:34:50.299Z,temperature,8,cough,2021-02-09 18:34:50.299
122,27669,1006.58,2021-02-09T18:34:50.311Z,pressure,8,cough,2021-02-09 18:34:50.311
123,27668,1006.69,2021-02-09T18:34:50.351Z,pressure,8,cough,2021-02-09 18:34:50.351
124,27548,25.53,2021-02-09T18:34:50.354Z,temperature,8,cough,2021-02-09 18:34:50.354
125,27667,1006.72,2021-02-09T18:34:50.390Z,pressure,8,cough,2021-02-09 18:34:50.390
126,27547,25.54,2021-02-09T18:34:50.409Z,temperature,8,cough,2021-02-09 18:34:50.409
127,27666,1006.7,2021-02-09T18:34:50.429Z,pressure,8,cough,2021-02-09 18:34:50.429
128,27546,25.53,2021-02-09T18:34:50.464Z,temperature,8,cough,2021-02-09 18:34:50.464
129,27665,1006.72,2021-02-09T18:34:50.469Z,pressure,8,cough,2021-02-09 18:34:50.469
130,27664,1006.71,2021-02-09T18:34:50.508Z,pressure,8,cough,2021-02-09 18:34:50.508
131,27545,25.54,2021-02-09T18:34:50.519Z,temperature,8,cough,2021-02-09 18:34:50.519
132,27663,1006.67,2021-02-09T18:34:50.547Z,pressure,8,cough,2021-02-09 18:34:50.547
133,27544,25.5,2021-02-09T18:34:50.574Z,temperature,8,cough,2021-02-09 18:34:50.574
134,27662,1006.68,2021-02-09T18:34:50.586Z,pressure,8,cough,2021-02-09 18:34:50.586
135,27661,1006.72,2021-02-09T18:34:50.626Z,pressure,8,cough,2021-02-09 18:34:50.626
136,27543,25.51,2021-02-09T18:34:50.629Z,temperature,8,cough,2021-02-09 18:34:50.629
137,27660,1006.6,2021-02-09T18:34:50.665Z,pressure,8,cough,2021-02-09 18:34:50.665
138,27542,25.56,2021-02-09T18:34:50.685Z,temperature,8,cough,2021-02-09 18:34:50.685
139,27659,1006.57,2021-02-09T18:34:50.704Z,pressure,8,cough,2021-02-09 18:34:50.704
140,27541,25.54,2021-02-09T18:34:50.740Z,temperature,8,cough,2021-02-09 18:34:50.740
141,27658,1006.54,2021-02-09T18:34:50.744Z,pressure,8,cough,2021-02-09 18:34:50.744
142,27657,1006.5,2021-02-09T18:34:50.783Z,pressure,8,cough,2021-02-09 18:34:50.783
143,27540,25.54,2021-02-09T18:34:50.795Z,temperature,8,cough,2021-02-09 18:34:50.795
144,27656,1006.46,2021-02-09T18:34:50.822Z,pressure,8,cough,2021-02-09 18:34:50.822
145,27539,25.54,2021-02-09T18:34:50.850Z,temperature,8,cough,2021-02-09 18:34:50.850
146,27655,1006.45,2021-02-09T18:34:50.862Z,pressure,8,cough,2021-02-09 18:34:50.862
147,27654,1006.43,2021-02-09T18:34:50.901Z,pressure,8,cough,2021-02-09 18:34:50.901
148,27538,25.53,2021-02-09T18:34:50.905Z,temperature,8,cough,2021-02-09 18:34:50.905
149,27653,1006.44,2021-02-09T18:34:50.940Z,pressure,8,cough,2021-02-09 18:34:50.940
150,27537,25.54,2021-02-09T18:34:50.960Z,temperature,8,cough,2021-02-09 18:34:50.960
151,27652,1006.4,2021-02-09T18:34:50.980Z,pressure,8,cough,2021-02-09 18:34:50.980
152,27832,25.52,2021-02-09T18:34:51.015Z,temperature,8,cough,2021-02-09 18:34:51.015
153,27651,1006.37,2021-02-09T18:34:51.019Z,pressure,8,cough,2021-02-09 18:34:51.019
154,27650,1006.42,2021-02-09T18:34:51.058Z,pressure,8,cough,2021-02-09 18:34:51.058
155,27831,25.58,2021-02-09T18:34:51.070Z,temperature,8,cough,2021-02-09 18:34:51.070
156,27649,1006.45,2021-02-09T18:34:51.097Z,pressure,8,cough,2021-02-09 18:34:51.097
157,27830,25.57,2021-02-09T18:34:51.125Z,temperature,8,cough,2021-02-09 18:34:51.125
158,27648,1006.5,2021-02-09T18:34:51.137Z,pressure,8,cough,2021-02-09 18:34:51.137
159,27647,1006.53,2021-02-09T18:34:51.176Z,pressure,8,cough,2021-02-09 18:34:51.176
160,27829,25.52,2021-02-09T18:34:51.180Z,temperature,8,cough,2021-02-09 18:34:51.180
161,27646,1006.57,2021-02-09T18:34:51.215Z,pressure,8,cough,2021-02-09 18:34:51.215
162,27828,25.52,2021-02-09T18:34:51.235Z,temperature,8,cough,2021-02-09 18:34:51.235
163,27645,1006.64,2021-02-09T18:34:51.255Z,pressure,8,cough,2021-02-09 18:34:51.255
164,27827,25.57,2021-02-09T18:34:51.290Z,temperature,8,cough,2021-02-09 18:34:51.290
165,27644,1006.66,2021-02-09T18:34:51.294Z,pressure,8,cough,2021-02-09 18:34:51.294
166,27643,1006.68,2021-02-09T18:34:51.333Z,pressure,8,cough,2021-02-09 18:34:51.333
167,27826,25.56,2021-02-09T18:34:51.345Z,temperature,8,cough,2021-02-09 18:34:51.345
168,27642,1006.68,2021-02-09T18:34:51.373Z,pressure,8,cough,2021-02-09 18:34:51.373
169,27825,25.59,2021-02-09T18:34:51.400Z,temperature,8,cough,2021-02-09 18:34:51.400
170,27641,1006.65,2021-02-09T18:34:51.412Z,pressure,8,cough,2021-02-09 18:34:51.412
171,27640,1006.67,2021-02-09T18:34:51.451Z,pressure,8,cough,2021-02-09 18:34:51.451
172,27824,25.56,2021-02-09T18:34:51.455Z,temperature,8,cough,2021-02-09 18:34:51.455
173,27639,1006.64,2021-02-09T18:34:51.491Z,pressure,8,cough,2021-02-09 18:34:51.491
174,27823,25.58,2021-02-09T18:34:51.510Z,temperature,8,cough,2021-02-09 18:34:51.510
175,27638,1006.69,2021-02-09T18:34:51.530Z,pressure,8,cough,2021-02-09 18:34:51.530
176,27822,25.57,2021-02-09T18:34:51.565Z,temperature,8,cough,2021-02-09 18:34:51.565
177,27637,1006.64,2021-02-09T18:34:51.569Z,pressure,8,cough,2021-02-09 18:34:51.569
178,27928,1006.7,2021-02-09T18:34:51.617Z,pressure,8,cough,2021-02-09 18:34:51.617
179,27821,25.6,2021-02-09T18:34:51.620Z,temperature,8,cough,2021-02-09 18:34:51.620
180,27927,1006.71,2021-02-09T18:34:51.656Z,pressure,8,cough,2021-02-09 18:34:51.656
181,27820,25.53,2021-02-09T18:34:51.675Z,temperature,8,cough,2021-02-09 18:34:51.675
182,27926,1006.69,2021-02-09T18:34:51.695Z,pressure,8,cough,2021-02-09 18:34:51.695
183,27819,25.59,2021-02-09T18:34:51.730Z,temperature,8,cough,2021-02-09 18:34:51.730
184,27925,1006.73,2021-02-09T18:34:51.734Z,pressure,8,cough,2021-02-09 18:34:51.734
185,27924,1006.77,2021-02-09T18:34:51.774Z,pressure,8,cough,2021-02-09 18:34:51.774
186,27818,25.56,2021-02-09T18:34:51.785Z,temperature,8,cough,2021-02-09 18:34:51.785
187,27923,1006.75,2021-02-09T18:34:51.813Z,pressure,8,cough,2021-02-09 18:34:51.813
188,27817,25.62,2021-02-09T18:34:51.840Z,temperature,8,cough,2021-02-09 18:34:51.840
189,27922,1006.76,2021-02-09T18:34:51.852Z,pressure,8,cough,2021-02-09 18:34:51.852
190,27921,1006.73,2021-02-09T18:34:51.892Z,pressure,8,cough,2021-02-09 18:34:51.892
191,27816,25.57,2021-02-09T18:34:51.895Z,temperature,8,cough,2021-02-09 18:34:51.895
192,27920,1006.73,2021-02-09T18:34:51.931Z,pressure,8,cough,2021-02-09 18:34:51.931
193,27815,25.57,2021-02-09T18:34:51.950Z,temperature,8,cough,2021-02-09 18:34:51.950
194,27919,1006.71,2021-02-09T18:34:51.970Z,pressure,8,cough,2021-02-09 18:34:51.970
195,27814,25.52,2021-02-09T18:34:52.005Z,temperature,8,cough,2021-02-09 18:34:52.005
196,27918,1006.72,2021-02-09T18:34:52.009Z,pressure,8,cough,2021-02-09 18:34:52.009
197,27917,1006.71,2021-02-09T18:34:52.049Z,pressure,8,cough,2021-02-09 18:34:52.049
198,27813,25.58,2021-02-09T18:34:52.060Z,temperature,8,cough,2021-02-09 18:34:52.060
199,27916,1006.74,2021-02-09T18:34:52.088Z,pressure,8,cough,2021-02-09 18:34:52.088
200,27812,25.61,2021-02-09T18:34:52.115Z,temperature,8,cough,2021-02-09 18:34:52.115
201,27915,1006.77,2021-02-09T18:34:52.127Z,pressure,8,cough,2021-02-09 18:34:52.127
202,27914,1006.77,2021-02-09T18:34:52.166Z,pressure,8,cough,2021-02-09 18:34:52.166
203,27811,25.54,2021-02-09T18:34:52.170Z,temperature,8,cough,2021-02-09 18:34:52.170
204,27913,1006.78,2021-02-09T18:34:52.206Z,pressure,8,cough,2021-02-09 18:34:52.206
205,27810,25.6,2021-02-09T18:34:52.225Z,temperature,8,cough,2021-02-09 18:34:52.225
206,27912,1006.79,2021-02-09T18:34:52.245Z,pressure,8,cough,2021-02-09 18:34:52.245
207,27809,25.62,2021-02-09T18:34:52.280Z,temperature,8,cough,2021-02-09 18:34:52.280
208,27911,1006.81,2021-02-09T18:34:52.284Z,pressure,8,cough,2021-02-09 18:34:52.284
209,27910,1006.86,2021-02-09T18:34:52.324Z,pressure,8,cough,2021-02-09 18:34:52.324
210,27808,25.59,2021-02-09T18:34:52.335Z,temperature,8,cough,2021-02-09 18:34:52.335
211,27909,1006.83,2021-02-09T18:34:52.363Z,pressure,8,cough,2021-02-09 18:34:52.363
212,27807,25.6,2021-02-09T18:34:52.390Z,temperature,8,cough,2021-02-09 18:34:52.390
213,27908,1006.87,2021-02-09T18:34:52.402Z,pressure,8,cough,2021-02-09 18:34:52.402
214,27907,1006.9,2021-02-09T18:34:52.441Z,pressure,8,cough,2021-02-09 18:34:52.441
215,27806,25.59,2021-02-09T18:34:52.445Z,temperature,8,cough,2021-02-09 18:34:52.445
216,27906,1006.92,2021-02-09T18:34:52.481Z,pressure,8,cough,2021-02-09 18:34:52.481
217,27805,25.56,2021-02-09T18:34:52.500Z,temperature,8,cough,2021-02-09 18:34:52.500
218,27905,1006.89,2021-02-09T18:34:52.520Z,pressure,8,cough,2021-02-09 18:34:52.520
219,27804,25.57,2021-02-09T18:34:52.555Z,temperature,8,cough,2021-02-09 18:34:52.555
220,27904,1006.89,2021-02-09T18:34:52.559Z,pressure,8,cough,2021-02-09 18:34:52.559
221,27903,1006.88,2021-02-09T18:34:52.599Z,pressure,8,cough,2021-02-09 18:34:52.599
222,27803,25.62,2021-02-09T18:34:52.610Z,temperature,8,cough,2021-02-09 18:34:52.610
223,27902,1006.84,2021-02-09T18:34:52.638Z,pressure,8,cough,2021-02-09 18:34:52.638
224,27802,25.59,2021-02-09T18:34:52.665Z,temperature,8,cough,2021-02-09 18:34:52.665
225,27901,1006.86,2021-02-09T18:34:52.677Z,pressure,8,cough,2021-02-09 18:34:52.677
226,27900,1006.84,2021-02-09T18:34:52.716Z,pressure,8,cough,2021-02-09 18:34:52.716
227,27801,25.57,2021-02-09T18:34:52.720Z,temperature,8,cough,2021-02-09 18:34:52.720
228,27899,1006.83,2021-02-09T18:34:52.756Z,pressure,8,cough,2021-02-09 18:34:52.756
229,27800,25.59,2021-02-09T18:34:52.775Z,temperature,8,cough,2021-02-09 18:34:52.775
230,27898,1006.82,2021-02-09T18:34:52.795Z,pressure,8,cough,2021-02-09 18:34:52.795
231,27799,25.6,2021-02-09T18:34:52.830Z,temperature,8,cough,2021-02-09 18:34:52.830
232,27897,1006.8,2021-02-09T18:34:52.834Z,pressure,8,cough,2021-02-09 18:34:52.834
233,27896,1006.79,2021-02-09T18:34:52.873Z,pressure,8,cough,2021-02-09 18:34:52.873
234,27798,25.61,2021-02-09T18:34:52.885Z,temperature,8,cough,2021-02-09 18:34:52.885
235,27895,1006.83,2021-02-09T18:34:52.913Z,pressure,8,cough,2021-02-09 18:34:52.913
236,27797,25.57,2021-02-09T18:34:52.940Z,temperature,8,cough,2021-02-09 18:34:52.940
237,27894,1006.81,2021-02-09T18:34:52.952Z,pressure,8,cough,2021-02-09 18:34:52.952
238,27893,1006.88,2021-02-09T18:34:52.991Z,pressure,8,cough,2021-02-09 18:34:52.991
239,27796,25.57,2021-02-09T18:34:52.995Z,temperature,8,cough,2021-02-09 18:34:52.995
240,27892,1006.85,2021-02-09T18:34:53.031Z,pressure,8,cough,2021-02-09 18:34:53.031
241,27795,25.59,2021-02-09T18:34:53.050Z,temperature,8,cough,2021-02-09 18:34:53.050
242,27891,1006.85,2021-02-09T18:34:53.070Z,pressure,8,cough,2021-02-09 18:34:53.070
243,27794,25.58,2021-02-09T18:34:53.106Z,temperature,8,cough,2021-02-09 18:34:53.106
244,27890,1006.84,2021-02-09T18:34:53.109Z,pressure,8,cough,2021-02-09 18:34:53.109
245,27889,1006.81,2021-02-09T18:34:53.148Z,pressure,8,cough,2021-02-09 18:34:53.148
246,27793,25.59,2021-02-09T18:34:53.161Z,temperature,8,cough,2021-02-09 18:34:53.161
247,27888,1006.8,2021-02-09T18:34:53.188Z,pressure,8,cough,2021-02-09 18:34:53.188
248,27792,25.6,2021-02-09T18:34:53.216Z,temperature,8,cough,2021-02-09 18:34:53.216
249,27887,1006.85,2021-02-09T18:34:53.227Z,pressure,8,cough,2021-02-09 18:34:53.227
250,27886,1006.83,2021-02-09T18:34:53.266Z,pressure,8,cough,2021-02-09 18:34:53.266
251,27791,25.58,2021-02-09T18:34:53.271Z,temperature,8,cough,2021-02-09 18:34:53.271
252,27885,1006.8,2021-02-09T18:34:53.306Z,pressure,8,cough,2021-02-09 18:34:53.306
253,27790,25.56,2021-02-09T18:34:53.326Z,temperature,8,cough,2021-02-09 18:34:53.326
254,27884,1006.8,2021-02-09T18:34:53.345Z,pressure,8,cough,2021-02-09 18:34:53.345
255,27789,25.61,2021-02-09T18:34:53.381Z,temperature,8,cough,2021-02-09 18:34:53.381
256,27883,1006.8,2021-02-09T18:34:53.384Z,pressure,8,cough,2021-02-09 18:34:53.384
257,27882,1006.83,2021-02-09T18:34:53.423Z,pressure,8,cough,2021-02-09 18:34:53.423
258,27788,25.59,2021-02-09T18:34:53.436Z,temperature,8,cough,2021-02-09 18:34:53.436
259,27881,1006.85,2021-02-09T18:34:53.463Z,pressure,8,cough,2021-02-09 18:34:53.463
260,27787,25.62,2021-02-09T18:34:53.491Z,temperature,8,cough,2021-02-09 18:34:53.491
261,27880,1006.79,2021-02-09T18:34:53.502Z,pressure,8,cough,2021-02-09 18:34:53.502
262,27879,1006.8,2021-02-09T18:34:53.541Z,pressure,8,cough,2021-02-09 18:34:53.541
263,27786,25.59,2021-02-09T18:34:53.546Z,temperature,8,cough,2021-02-09 18:34:53.546
264,27878,1006.84,2021-02-09T18:34:53.580Z,pressure,8,cough,2021-02-09 18:34:53.580
265,27785,25.61,2021-02-09T18:34:53.601Z,temperature,8,cough,2021-02-09 18:34:53.601
266,27877,1006.81,2021-02-09T18:34:53.620Z,pressure,8,cough,2021-02-09 18:34:53.620
267,27784,25.61,2021-02-09T18:34:53.656Z,temperature,8,cough,2021-02-09 18:34:53.656
268,27876,1006.76,2021-02-09T18:34:53.659Z,pressure,8,cough,2021-02-09 18:34:53.659
269,27875,1006.7,2021-02-09T18:34:53.698Z,pressure,8,cough,2021-02-09 18:34:53.698
270,27783,25.56,2021-02-09T18:34:53.711Z,temperature,8,cough,2021-02-09 18:34:53.711
271,27874,1006.67,2021-02-09T18:34:53.738Z,pressure,8,cough,2021-02-09 18:34:53.738
272,27782,25.59,2021-02-09T18:34:53.766Z,temperature,8,cough,2021-02-09 18:34:53.766
273,27873,1006.65,2021-02-09T18:34:53.777Z,pressure,8,cough,2021-02-09 18:34:53.777
274,27872,1006.66,2021-02-09T18:34:53.816Z,pressure,8,cough,2021-02-09 18:34:53.816
